item_type,date_uploaded,source_file,item_id,title,genre,source,date,place_of_origin,subject,item_format,language,contributor,rights,alternative_title
still image,2024-12-08,nypl-item-metadata\072e50a0-c5d3-012f-2ba1-58d385a7bc34.json,072e50a0-c5d3-012f-2ba1-58d385a7bc34,['Native dwelling house.  Ceylon.'],Postcards,https://digitalcollections.nypl.org/items/072e50a0-c5d3-012f-2ba1-58d385a7bc34,"['1901', '1907']",Colombo,"['Sri Lankans', 'Sri Lanka', 'Dwellings--Sri Lanka', 'Thatched roofs', 'Huts', 'Tropical forests']","['Halftone photomechanical prints', '9 x 14 cm.']",eng,Colombo Apothecaries Company,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\073c37f0-c5d2-012f-42ca-58d385a7bc34.json,073c37f0-c5d2-012f-42ca-58d385a7bc34,"['The No. 3, Mitsubishi dock-yard, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/073c37f0-c5d2-012f-42ca-58d385a7bc34,"['1907', '1918']",Made in Japan,"['Nagasaki-shi (Japan)', 'Boat & ship industry', 'Dry docks']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\07804990-c5d2-012f-8ff7-58d385a7bc34.json,07804990-c5d2-012f-8ff7-58d385a7bc34,"['Suwa, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/07804990-c5d2-012f-8ff7-58d385a7bc34,Not found,Made in Japan,"['Equestrian statues', 'Gardens', 'Courtyards', 'Shinto shrines--Japan', 'Nagasaki-shi (Japan)']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\07b62880-c5d2-012f-1302-58d385a7bc34.json,07b62880-c5d2-012f-1302-58d385a7bc34,"['Bund of Tomachi, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/07b62880-c5d2-012f-1302-58d385a7bc34,"['1907', '1918']",Made in Japan,"['Nagasaki-shi (Japan)', 'Waterfronts', 'Seas--Japan']","['Collotypes', '9 x 14 cm.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\08001150-c5d2-012f-fb64-58d385a7bc34.json,08001150-c5d2-012f-fb64-58d385a7bc34,"['General post office, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/08001150-c5d2-012f-fb64-58d385a7bc34,"['1907', '1918']",Made in Japan.,"['Nagasaki-shi (Japan)', 'Post offices', 'Barges', 'Coal', 'Flags']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0836e680-c5d2-012f-57f8-58d385a7bc34.json,0836e680-c5d2-012f-57f8-58d385a7bc34,"['The Suwa Shrine, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/0836e680-c5d2-012f-57f8-58d385a7bc34,Not found,Made in Japan.,"['Nagasaki-shi (Japan)', 'Shinto shrines--Japan', 'Stone lanterns']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\087f9640-c5d2-012f-20bc-58d385a7bc34.json,087f9640-c5d2-012f-20bc-58d385a7bc34,"['Cherry blossoms at Karurusu, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/087f9640-c5d2-012f-20bc-58d385a7bc34,Not found,Made in Japan.,"['Nagasaki-shi (Japan)', 'Cherry trees', 'Japanese tea gardens']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\08b7a640-c5d2-012f-257e-58d385a7bc34.json,08b7a640-c5d2-012f-257e-58d385a7bc34,"['Nishihamano-machi, Tetsubashi-dori, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/08b7a640-c5d2-012f-257e-58d385a7bc34,"['1907', '1918']",Made in Japan.,"['Nagasaki-shi (Japan)', 'Commercial streets', 'City & town life -- Japan']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\08ee4c20-c5d3-012f-b792-58d385a7bc34.json,08ee4c20-c5d3-012f-b792-58d385a7bc34,['Kandyan chiefs.'],Postcards,https://digitalcollections.nypl.org/items/08ee4c20-c5d3-012f-b792-58d385a7bc34,"['1901', '1907']",s.l.,"['Sri Lankans', 'Sri Lanka', 'Tribal chiefs']","['Halftone photomechanical prints', '9 x 14 cm.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0904ab50-c5d2-012f-7b5f-58d385a7bc34.json,0904ab50-c5d2-012f-7b5f-58d385a7bc34,['Gantry crane at Nagasaki dockyard.'],Postcards,https://digitalcollections.nypl.org/items/0904ab50-c5d2-012f-7b5f-58d385a7bc34,Not found,Made in Japan.,"['Nagasaki-shi (Japan)', 'Gantry cranes', 'Hoisting machinery', 'Boat & ship industry']","['Collotypes', '9 x 14 cm.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\09392820-c5d3-012f-6c21-58d385a7bc34.json,09392820-c5d3-012f-6c21-58d385a7bc34,"['Fruit sellers, Colombo.']",Postcards,https://digitalcollections.nypl.org/items/09392820-c5d3-012f-6c21-58d385a7bc34,"['1907', '1918']",Not found,"['Sri Lankans', 'Sri Lanka', 'Food vendors', 'Street vendors', 'Women', 'Clothing & dress', 'Lifting & carrying']","['Collotypes', '14 x 9 cm.', 'Photomechanical prints']",eng,A.W.A. Plâté & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\09395ea0-c5d2-012f-6a39-58d385a7bc34.json,09395ea0-c5d2-012f-6a39-58d385a7bc34,"['Shimizu Temple, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/09395ea0-c5d2-012f-6a39-58d385a7bc34,Not found,Made in Japan.,"['Nagasaki-shi (Japan)', 'Roofs', 'Buddhist temples', 'Hills']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\098247f0-c5d2-012f-37d4-58d385a7bc34.json,098247f0-c5d2-012f-37d4-58d385a7bc34,"['Umegasaki, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/098247f0-c5d2-012f-37d4-58d385a7bc34,Not found,Made in Japan,"['Nagasaki-shi (Japan)', 'Streets--Japan', 'Roofs', 'Utility poles', 'City & town life']","['Collotypes', '9 x 14 cm.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\09b732f0-c5d2-012f-4ac4-58d385a7bc34.json,09b732f0-c5d2-012f-4ac4-58d385a7bc34,"['Bund of Ohura, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/09b732f0-c5d2-012f-4ac4-58d385a7bc34,Not found,Made in Japan,"['Nagasaki-shi (Japan)', 'Piers & wharves', 'Dories (Boats)', 'Utility poles', 'Waterfronts']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\09bb9d10-c5d3-012f-41e5-58d385a7bc34.json,09bb9d10-c5d3-012f-41e5-58d385a7bc34,['Ceylon : Singhalese women'],"['Postcards', 'Ethnographic photographs', 'Photographs']",https://digitalcollections.nypl.org/items/09bb9d10-c5d3-012f-41e5-58d385a7bc34,"['1907', '1918']",Not found,Not found,"['Collotypes', '9 x 14 cm']",eng,A.W.A. Plâté & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
